@relation hw3_train

@attribute STATE {AL,CA,FL,MO,MN,TX,OR,MI,IL,AR,OK,GA,IN,CO,MS,LA,TN,WA,WI,MA,AZ,UT,KY,PA,KS,IA,NC,NM,SC,NV,ID,WY,NY,AK,ND,HI,MT,NE,SD,OH,CT,AP,VA,AE,AA,WV,MD,VI,ME,NH,NJ,GU,VT,RI}
@attribute DOMAIN {T2,' ',S1,U2,R2,U1,C1,T3,S2,C2,U4,R3,C3,S3,T1,U3,R1}
@attribute AGE numeric
@attribute HOMEOWNR {H,' ',U}
@attribute NUMCHLD numeric
@attribute INCOME {1,2,3,4,5,6,7}
@attribute GENDER {F,M,' ',J,U,C,A}
@attribute WEALTH1 {0,1,2,3,4,5,6,7,8,9}
@attribute HIT numeric
@attribute MBCRAFT numeric
@attribute MBGARDEN numeric
@attribute MBBOOKS numeric
@attribute MBCOLECT numeric
@attribute MAGFAML numeric
@attribute MAGFEM numeric
@attribute MAGMALE numeric
@attribute PUBGARDN numeric
@attribute PUBCULIN numeric
@attribute PUBHLTH numeric
@attribute PUBDOITY numeric
@attribute PUBNEWFN numeric
@attribute PUBPHOTO numeric
@attribute PUBOPP numeric
@attribute MAJOR {' ',X}
@attribute PEPSTRFL {X,' '}
@attribute NUMPRM12 numeric
@attribute NGIFTALL numeric
@attribute TARGET_B {0,1}

@data
CA,T2,51,H,?,3,M,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,6,0
LA,C3,68,U,?,1,F,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,' ',X,15,18,0
CA,' ',80,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,9,0
FL,U3,45,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,12,0
CO,S2,57,H,?,5,M,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,6,0
CA,S1,?,H,?,6,M,9,6,0,0,0,0,1,1,0,0,0,0,0,0,0,3,' ',X,12,4,0
IA,C2,50,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,0
KS,R3,70,U,?,1,M,1,11,0,1,3,0,0,0,0,1,0,1,1,2,0,0,' ',' ',11,1,0
TX,U1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,9,1
KY,R3,75,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,12,1
CA,U1,?,U,?,4,M,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,1
IL,U4,50,U,?,3,F,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,8,1
GA,T3,86,H,?,1,F,1,7,1,0,2,0,0,0,0,0,1,0,0,0,0,0,' ',X,12,23,0
MO,R2,60,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,4,1
IL,S1,56,H,?,7,M,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,6,1
CA,S1,51,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',17,2,1
MO,S2,58,H,?,3,F,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,14,6,0
OK,R3,44,H,1,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,9,0
FL,C2,87,H,?,4,M,5,8,0,0,1,0,2,0,0,0,0,0,0,0,0,0,' ',X,11,13,0
NC,R3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',3,4,0
AZ,C3,67,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,9,0
CO,U3,78,H,?,1,M,1,5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,' ',X,12,5,0
FL,S2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,12,1
TN,T2,52,H,2,4,M,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,3,1
FL,S1,42,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,8,0
FL,S3,58,H,?,6,F,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,14,5,0
FL,C3,36,H,?,5,F,4,10,1,0,1,0,0,1,0,0,0,0,0,0,0,3,' ',' ',11,5,0
CA,C1,51,H,1,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,6,0
TN,U1,68,H,?,1,F,7,4,0,0,1,0,1,0,0,0,0,2,0,0,0,0,' ',X,13,10,0
IN,C2,91,H,?,3,U,7,6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,' ',X,8,26,0
MI,T2,68,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,9,0
FL,C3,83,H,?,2,F,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,1,0
WI,R2,?,U,?,2,F,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,26,0
MN,U2,?,H,?,5,M,7,18,0,1,6,0,1,0,0,0,1,4,1,2,0,0,' ',' ',13,2,0
FL,R3,?,H,?,5,F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,12,0
IN,T2,58,U,?,3,M,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,0
AA,U4,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',5,3,1
WA,T2,48,H,?,7,M,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,7,1
IL,U1,76,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,3,0
KY,R2,36,U,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
CO,S2,?,H,?,1,U,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,22,0
TX,C3,78,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,15,1
TX,T2,54,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,1
NC,R2,59,H,?,5,F,6,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,' ',X,13,22,0
MO,S2,70,H,1,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,23,0
NC,R2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,12,0
MN,' ',86,U,?,4,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,29,33,1
OR,C3,63,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,9,0
MO,R2,76,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,27,0
MN,S2,72,H,?,5,M,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,' ',X,13,25,0
NC,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,2,0
FL,C2,85,H,?,2,F,5,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,' ',X,13,20,0
TX,C3,64,H,?,3,F,3,18,0,0,7,0,1,1,0,0,1,4,0,2,0,0,' ',' ',13,2,0
UT,U1,62,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,6,0
GA,R2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,1,0
ND,T1,74,H,?,2,F,7,27,0,0,8,0,0,0,0,0,3,8,0,0,0,0,' ',' ',13,7,1
CA,U2,58,H,?,5,M,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',' ',12,6,0
AL,R2,76,H,?,4,F,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,1,0
NV,S2,41,H,1,5,F,8,11,0,0,4,1,0,0,0,0,0,4,0,0,0,0,' ',' ',11,3,0
CA,S2,56,U,?,2,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
WI,R2,44,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,5,0
GA,S2,34,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
MO,T2,57,U,?,2,F,5,11,0,0,3,0,1,0,0,2,0,0,2,0,0,0,' ',' ',13,10,1
SC,R3,78,U,?,1,M,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,7,0
MI,T2,48,H,1,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,0
WI,U4,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,19,0
WI,R2,67,H,?,1,F,4,19,1,0,2,0,3,1,0,2,1,0,0,0,0,0,' ',X,11,10,1
NC,C3,41,H,1,4,F,2,12,0,0,4,0,1,0,0,0,0,4,1,0,0,0,' ',X,11,15,0
WY,C1,58,H,?,4,F,6,8,1,0,1,0,1,0,0,0,0,0,0,0,0,2,' ',' ',12,3,1
VA,C2,?,U,?,4,U,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',8,1,0
IN,S2,79,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',16,7,0
FL,C2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
NC,S1,40,H,2,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,8,0
TX,C1,77,H,?,4,M,8,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,' ',' ',11,1,0
FL,S1,45,H,?,6,M,7,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,' ',X,10,7,0
KS,S1,89,U,?,1,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,30,0
WA,C2,80,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,1
IL,C2,72,H,?,3,M,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,6,0
FL,S1,78,H,?,2,M,8,9,1,0,0,0,0,0,1,0,0,0,1,1,0,0,' ',X,16,12,1
IL,U1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',5,3,0
MN,C1,79,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,30,0
NC,T1,46,H,1,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,6,1
WI,R2,68,H,?,5,F,3,31,2,0,6,0,1,1,0,2,0,1,1,1,0,1,' ',X,6,7,1
CA,U3,92,H,?,4,F,4,12,0,0,1,0,0,0,0,0,0,2,0,0,0,0,' ',X,27,25,0
NM,S1,49,H,?,5,M,9,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,' ',' ',10,5,1
IL,R2,59,U,1,1,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,9,0
ND,R2,88,U,?,1,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,2,1
KS,R2,84,H,?,5,M,6,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,' ',' ',11,1,0
IL,U3,63,H,?,2,F,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,4,1
WA,T2,30,H,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
IN,T1,59,H,?,5,F,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,' ',X,13,6,1
IN,S2,55,H,?,5,M,6,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,2,0
IL,C3,68,U,?,1,F,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,7,0
TX,U3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,2,1
FL,S1,52,H,?,4,F,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,17,1
SC,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,4,10,0
NM,S3,58,H,?,6,M,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,3,1
KS,S2,55,H,?,5,M,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',8,11,0
TX,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
LA,R3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,15,0
LA,T3,59,H,?,4,F,0,5,0,0,1,0,2,0,0,0,1,0,0,0,0,0,' ',' ',12,3,0
CA,S1,?,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,1,0
NC,C1,48,H,1,5,M,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,11,15,0
TX,C3,50,H,2,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
AK,R2,30,U,?,6,F,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,21,0
FL,C2,49,H,?,7,F,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,7,0
MI,U3,67,H,?,5,F,5,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',X,13,6,1
FL,U3,63,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,7,0
CA,C1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,4,0
MI,T2,46,H,?,2,F,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,6,0
CA,C2,80,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,17,0
WI,R2,46,H,2,7,F,3,25,0,0,6,0,0,0,1,0,2,6,0,3,0,0,' ',' ',11,4,0
CA,S2,32,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
OH,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
CA,T1,70,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,14,0
IL,U1,30,U,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
NV,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,0
CA,C1,74,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,25,5,0
SC,T2,64,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,14,1
AZ,C2,69,H,?,5,M,8,13,0,0,0,1,3,0,0,1,1,0,0,1,0,0,' ',X,13,8,0
CA,T2,56,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,1
MO,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,19,0
KY,S1,51,H,?,5,F,8,10,0,0,3,0,0,0,0,0,0,2,0,0,0,1,' ',' ',17,7,0
NM,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,0
MI,T2,?,U,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,1
IL,U4,61,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',16,12,1
CA,T1,80,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,8,0
OK,T2,88,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,12,0
SC,C1,44,H,3,3,M,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',10,2,0
TX,U1,47,U,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,19,12,0
MS,R2,56,H,1,2,F,7,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',' ',10,1,0
OR,T2,81,H,?,2,F,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,' ',X,13,34,1
OR,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',16,18,0
MN,R2,30,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,11,0
IN,T2,29,H,2,3,M,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',' ',11,1,0
CA,C3,49,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,29,19,0
FL,S1,41,H,1,7,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,9,0
MI,C2,73,U,?,2,F,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,0
AZ,C3,59,' ',?,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,33,27,0
CA,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
IN,S1,81,U,?,6,F,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,9,0
MI,S1,61,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,3,0
AL,R2,?,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,0
TX,S2,48,H,?,3,F,6,14,0,0,3,0,1,1,0,0,1,3,0,0,0,0,' ',' ',11,2,0
IL,T2,55,H,?,5,M,7,9,2,0,0,0,1,0,0,0,0,0,1,1,0,0,' ',X,11,15,0
MT,C2,77,U,?,5,F,8,20,0,0,5,0,3,0,0,0,2,3,0,0,0,0,' ',' ',10,3,1
CA,S1,67,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',16,8,0
IN,C2,42,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,0
CO,S2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,16,21,0
FL,C2,91,H,1,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,6,15,0
IL,S1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,X,' ',11,1,0
CA,C1,73,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,13,0
TX,C2,66,H,?,4,M,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,4,1
MN,C2,86,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',22,17,0
IN,T2,60,H,?,5,F,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,' ',' ',13,2,0
TX,R3,?,U,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,4,1
SD,T2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
FL,C2,43,H,6,6,F,5,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,' ',' ',13,9,1
TX,S1,48,H,1,4,M,7,6,0,0,1,1,0,0,0,0,0,2,0,0,0,0,' ',' ',14,3,0
AZ,S2,64,H,?,5,M,4,31,0,0,8,0,0,0,0,1,1,7,1,4,0,0,' ',' ',10,1,0
CA,U2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,1,0
MI,U4,59,U,?,2,U,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,15,41,0
IN,T2,45,U,?,1,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,11,0
MO,S1,47,H,1,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,2,0
AZ,S1,44,H,1,4,F,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,6,1
CA,U1,69,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,12,0
OR,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,13,1
CA,S1,45,H,3,6,F,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,' ',X,13,12,1
MO,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
CA,S3,39,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
FL,S3,81,H,?,2,F,3,13,0,0,3,0,0,1,0,0,0,5,0,2,0,0,' ',X,14,13,0
NE,T1,35,H,3,5,F,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,4,1
OR,C2,82,H,?,2,M,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,16,0
KS,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,26,1
NM,C1,64,U,?,2,M,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
AZ,R3,56,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,16,0
MN,S3,80,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
AZ,S2,39,U,?,6,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,8,0
CA,S1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,1
OR,R2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,6,0
KS,R2,?,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,11,0
FL,T2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,10,0
CA,S1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,10,0
OR,R2,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,27,1
WA,S2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,13,1
MN,T2,68,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,12,0
TX,C3,57,U,?,1,F,4,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,' ',' ',12,4,0
WI,S1,40,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
IL,T2,97,U,?,1,F,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,14,28,0
CA,T2,67,H,2,7,M,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,13,13,0
IN,S1,57,H,?,4,M,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,8,0
NV,U3,51,H,1,4,M,4,26,1,0,4,0,3,0,2,0,0,4,0,2,0,1,' ',' ',15,8,0
FL,R2,?,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,37,9,0
CA,S1,?,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,0
CA,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,37,0
MO,R3,78,H,?,5,M,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,' ',X,8,28,1
CA,U2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
MO,' ',67,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,11,0
WI,C2,79,U,?,2,F,4,17,0,0,5,0,0,0,0,2,1,3,2,0,0,0,' ',X,12,12,1
OK,C1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,7,0
IA,T2,96,H,?,3,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,13,0
CA,U4,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,3,1
AL,T2,?,H,?,6,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
CO,T1,70,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,34,22,0
TN,R3,?,U,?,4,F,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,4,1
GA,C2,?,U,?,1,F,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,3,0
CA,C3,64,H,?,2,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,4,0
HI,' ',80,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,33,31,0
CO,C1,?,H,?,7,F,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,11,0
IN,T3,47,H,?,2,F,1,12,3,0,1,0,1,0,0,0,0,0,0,0,0,4,' ',X,13,6,0
CA,' ',?,U,?,5,M,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',21,11,1
AZ,S1,66,U,?,2,F,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,0
MT,R1,30,U,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
CA,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,4,0
WI,R2,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
SC,T2,45,H,2,4,F,8,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',' ',14,4,0
NC,S2,55,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,4,0
FL,S2,62,H,?,7,M,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',4,6,0
GA,C2,48,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,2,0
IL,U2,74,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,9,0
FL,C2,56,H,?,5,F,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',13,8,0
OR,U4,50,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,1
