@relation churn2_train

@attribute COLLEGE {zero,one}
@attribute INCOME numeric
@attribute OVERAGE numeric
@attribute LEFTOVER numeric
@attribute HOUSE numeric
@attribute HANDSET_PRICE numeric
@attribute OVER_15MINS_CALLS_PER_MONTH numeric
@attribute AVERAGE_CALL_DURATION numeric
@attribute REPORTED_SATISFACTION {very_unsat,unsat,very_sat,sat,avg}
@attribute REPORTED_USAGE_LEVEL {very_little,high,little,avg,very_high}
@attribute CONSIDERING_CHANGE_OF_PLAN {actively_looking_into_it,considering,no,perhaps,never_thought}
@attribute PROFITABILITY numeric
@attribute LEAVE {LEAVE,STAY}

@data
one,105761,53,0,713075,833,5,1,avg,very_high,considering,4.67,STAY
zero,115715,0,19,621286,479,1,5,unsat,little,considering,3.67,STAY
one,22493,0,0,441151,226,0,8,very_sat,little,actively_looking_into_it,3.14,LEAVE
zero,48477,48,0,929138,193,3,10,very_unsat,very_high,considering,5.62,STAY
zero,126817,0,51,786668,605,1,1,very_sat,very_high,considering,6.41,STAY
zero,150469,0,10,870459,214,0,4,avg,high,considering,3.94,STAY
zero,51718,79,0,230752,315,4,14,very_unsat,very_high,considering,2.75,STAY
zero,129649,0,0,209598,664,0,13,very_sat,very_little,no,4.12,LEAVE
zero,93451,0,13,628704,293,0,5,very_sat,high,considering,7.08,STAY
zero,157984,57,60,230314,668,1,12,unsat,very_high,no,3.2,LEAVE
zero,30246,179,0,393912,208,3,8,sat,avg,never_thought,2.63,STAY
zero,43932,0,11,285476,226,1,5,very_unsat,little,considering,2.44,LEAVE
zero,28287,0,0,422631,224,1,11,very_unsat,little,perhaps,4.21,STAY
one,95958,190,10,251374,322,28,6,very_sat,very_high,considering,4.64,LEAVE
one,74165,0,57,300818,376,0,5,very_unsat,little,actively_looking_into_it,4.96,LEAVE
one,117573,0,79,214493,560,0,2,unsat,very_little,actively_looking_into_it,6.58,STAY
one,43099,71,74,776164,175,5,2,very_unsat,high,considering,6.03,STAY
zero,94504,48,9,219991,257,4,6,avg,very_high,never_thought,2.53,LEAVE
zero,44359,80,67,802175,192,3,6,unsat,little,considering,7.41,STAY
one,125170,0,0,667090,822,0,5,very_unsat,avg,perhaps,4.53,STAY
zero,67114,168,72,231270,387,26,1,very_unsat,little,actively_looking_into_it,3.32,LEAVE
zero,99914,61,7,176407,358,4,4,sat,very_high,considering,4.01,STAY
zero,52106,194,0,612747,265,20,14,unsat,little,considering,6.72,STAY
one,83081,237,43,428399,264,23,1,very_sat,very_little,no,3.03,LEAVE
one,101089,226,19,525480,562,16,8,very_unsat,very_little,actively_looking_into_it,4.77,LEAVE
one,77917,196,10,579038,312,29,4,very_unsat,very_high,actively_looking_into_it,3.2,STAY
one,58775,0,0,249211,322,1,13,very_sat,high,actively_looking_into_it,3.59,STAY
one,28750,192,6,922942,192,21,4,very_unsat,little,no,5.58,STAY
one,42133,37,45,552128,232,0,2,very_unsat,little,considering,7.09,STAY
one,129486,160,22,228462,786,1,5,very_unsat,little,considering,3.66,STAY
zero,147480,0,15,933208,439,0,4,very_unsat,little,actively_looking_into_it,3.35,STAY
one,137840,231,44,852214,820,21,2,very_unsat,very_high,no,3.9,LEAVE
zero,69940,0,19,959826,231,1,4,very_unsat,avg,considering,5.35,STAY
zero,151650,0,11,233875,618,1,4,very_unsat,very_little,considering,4.75,STAY
zero,154165,0,85,251389,702,0,2,unsat,very_high,considering,6.21,STAY
one,49378,55,37,712425,223,5,2,avg,little,perhaps,6.21,STAY
zero,30509,63,0,922996,156,4,9,very_sat,very_high,considering,6.38,STAY
one,92737,0,9,432168,345,1,5,avg,little,actively_looking_into_it,4.56,STAY
one,106073,0,18,159038,889,0,5,very_sat,very_little,no,4.02,LEAVE
one,49289,224,0,847241,192,18,10,very_unsat,little,no,4.93,STAY
zero,86594,0,0,283548,360,0,4,very_sat,little,no,2.97,LEAVE
zero,113726,0,17,415196,719,1,5,very_sat,little,considering,5.28,STAY
zero,62382,41,59,479600,381,3,1,very_sat,high,considering,5.57,LEAVE
one,39955,71,0,337958,173,4,15,very_unsat,very_high,no,4.51,STAY
one,59748,214,24,317603,269,10,5,avg,very_high,considering,3.18,LEAVE
zero,86731,0,0,225924,387,0,9,unsat,very_high,considering,4.87,STAY
zero,35942,196,32,182843,231,14,1,very_unsat,little,perhaps,3.19,LEAVE
one,134071,225,0,459515,460,25,8,unsat,very_high,considering,4.14,LEAVE
one,42362,0,51,562915,404,0,2,avg,little,never_thought,7.03,STAY
zero,98799,0,54,491210,267,0,1,very_unsat,little,actively_looking_into_it,5.76,LEAVE
one,141082,84,24,235773,447,5,5,unsat,little,no,4.65,LEAVE
zero,20148,0,38,363474,149,1,1,very_unsat,very_high,considering,7.1,LEAVE
zero,128708,0,89,772529,800,0,1,unsat,little,no,5.05,LEAVE
one,85923,26,0,996312,349,3,15,very_unsat,very_little,never_thought,5.26,STAY
one,138603,66,22,288039,552,3,4,unsat,very_high,considering,3.76,STAY
zero,86416,0,5,210142,274,0,5,unsat,very_high,considering,3.36,LEAVE
zero,91240,36,0,809332,286,3,10,unsat,very_little,never_thought,6.83,STAY
zero,24938,0,13,727514,238,1,14,avg,very_high,actively_looking_into_it,7.09,STAY
one,127460,77,18,529875,386,3,4,very_unsat,very_high,no,4.16,LEAVE
zero,75239,164,0,939723,327,15,2,very_unsat,very_little,no,6.1,STAY
one,33092,197,13,314753,198,29,6,very_unsat,very_high,never_thought,3.59,LEAVE
zero,31808,172,88,299794,145,21,1,very_unsat,little,no,1.81,LEAVE
zero,101273,52,52,234431,888,3,1,very_unsat,very_high,actively_looking_into_it,5.34,LEAVE
zero,34562,0,0,235547,145,0,13,very_unsat,very_high,no,4.43,STAY
one,45597,50,35,557153,186,3,2,unsat,very_high,actively_looking_into_it,5.88,LEAVE
one,142262,148,0,266018,785,21,10,very_sat,little,considering,3.09,LEAVE
one,154053,0,0,305172,630,1,12,very_unsat,very_little,actively_looking_into_it,4.61,STAY
zero,99572,0,21,505718,374,1,5,avg,little,no,3.33,LEAVE
one,48941,0,17,690809,248,1,6,very_unsat,very_high,no,6.54,STAY
zero,138405,67,0,721140,418,5,2,unsat,very_high,considering,5.73,LEAVE
one,109981,170,0,155005,441,29,13,avg,avg,considering,4.87,LEAVE
zero,43546,225,8,884863,236,26,4,very_sat,little,no,6.09,STAY
one,54989,252,0,386306,309,14,9,very_unsat,very_high,actively_looking_into_it,4.56,LEAVE
one,64131,0,0,200256,338,0,1,very_unsat,high,considering,2.08,LEAVE
one,129471,82,6,799168,411,4,4,avg,high,considering,2.78,STAY
one,156041,159,16,880133,743,17,4,unsat,little,considering,2.91,LEAVE
zero,29443,0,0,958931,213,1,13,unsat,little,no,5.53,STAY
zero,113942,46,12,606785,413,3,6,avg,very_little,considering,3.34,STAY
one,30612,0,89,260580,157,5,1,very_unsat,little,never_thought,4.67,LEAVE
one,75195,215,14,199286,361,26,4,very_unsat,very_high,actively_looking_into_it,2.82,LEAVE
one,33602,157,11,547619,222,22,6,very_sat,very_little,actively_looking_into_it,2.3,LEAVE
one,47106,0,76,452288,160,1,1,sat,very_high,considering,8.36,STAY
one,140275,65,13,261722,543,4,4,very_sat,high,considering,4,STAY
one,130396,61,0,351446,731,4,9,very_unsat,little,considering,4.5,LEAVE
one,50037,77,12,158559,384,5,5,very_sat,very_high,no,4.73,STAY
zero,43966,0,12,335455,325,1,6,sat,high,no,3.16,LEAVE
zero,136529,71,48,178961,756,5,2,very_unsat,little,actively_looking_into_it,6.26,STAY
zero,75155,199,5,797364,360,24,1,unsat,very_high,no,5.76,STAY
one,90064,83,43,355901,262,4,2,very_sat,very_high,actively_looking_into_it,7.07,STAY
one,52708,61,57,718837,397,4,1,unsat,little,no,5.26,LEAVE
one,99148,214,39,759499,398,26,12,unsat,little,no,4.55,STAY
zero,63988,232,11,289268,215,16,5,unsat,little,considering,2.48,LEAVE
one,48808,0,0,984108,205,1,15,unsat,very_little,considering,5.66,STAY
one,96582,0,31,727313,259,0,1,avg,very_little,considering,7,STAY
one,150324,0,0,192573,406,0,10,very_sat,very_little,never_thought,3.36,STAY
one,57092,56,80,947528,308,5,1,very_unsat,little,considering,5.64,STAY
one,148586,66,24,169635,386,5,5,unsat,very_high,considering,2.78,STAY
zero,79557,0,88,708366,328,5,2,very_unsat,very_high,no,7.17,STAY
one,48996,0,22,249562,179,0,1,unsat,little,considering,4.84,LEAVE
one,133225,54,20,510938,553,5,4,sat,little,considering,3.65,LEAVE
one,66929,234,31,201072,326,25,1,very_sat,very_little,actively_looking_into_it,4.98,STAY
one,139975,82,11,876147,641,4,4,avg,very_high,considering,1.98,LEAVE
zero,90930,222,0,566864,311,23,11,very_unsat,avg,actively_looking_into_it,3.93,LEAVE
one,30364,228,13,428476,141,16,4,unsat,little,considering,2.69,STAY
one,99437,50,0,995072,313,5,1,unsat,high,no,4.16,LEAVE
zero,29677,38,17,492819,448,5,5,very_unsat,very_little,considering,4.41,STAY
zero,27659,0,0,771305,177,1,10,very_unsat,high,actively_looking_into_it,5.57,STAY
one,114475,190,0,867888,657,22,10,very_sat,little,considering,3.66,LEAVE
zero,43208,0,14,407280,174,1,4,unsat,high,considering,3.4,LEAVE
one,69082,185,53,439764,334,24,2,sat,very_high,no,3.31,LEAVE
one,54983,28,13,797061,268,24,15,very_sat,little,considering,4.96,STAY
zero,23957,0,13,222932,204,0,4,avg,little,considering,2.71,STAY
one,123844,0,14,870785,289,1,6,very_sat,high,no,4.39,STAY
one,141017,0,86,168474,882,0,1,very_sat,little,perhaps,5.57,STAY
zero,147623,165,42,457139,818,11,2,sat,little,no,4.57,LEAVE
zero,24117,0,44,204864,184,1,1,unsat,very_little,actively_looking_into_it,7.07,LEAVE
one,66229,0,0,197816,287,0,12,avg,little,never_thought,7.34,STAY
zero,106633,180,0,793312,467,17,11,very_sat,very_little,considering,2.45,LEAVE
one,27636,0,9,869559,231,0,5,very_unsat,very_high,actively_looking_into_it,5.01,STAY
zero,125329,0,0,872776,717,0,10,very_sat,very_high,actively_looking_into_it,4.17,STAY
zero,57125,182,66,209679,333,16,1,sat,very_high,no,3.29,STAY
one,47674,0,0,268370,133,1,9,very_unsat,high,never_thought,2.82,LEAVE
zero,31839,0,22,685213,239,0,4,sat,very_high,no,7.94,STAY
zero,138865,0,13,299278,613,0,4,unsat,high,considering,2.87,LEAVE
one,37010,36,41,623306,169,3,1,avg,very_high,considering,6.99,STAY
zero,75962,77,0,875101,531,4,15,very_unsat,little,no,4.48,LEAVE
one,68395,0,18,325032,312,1,6,very_unsat,high,actively_looking_into_it,3.7,STAY
one,154513,0,20,740452,728,1,8,very_sat,very_little,no,1.94,STAY
one,37668,43,0,797430,241,4,13,very_sat,very_high,considering,6.2,STAY
one,99804,197,0,359739,307,26,9,very_sat,little,perhaps,3.14,LEAVE
zero,39026,0,24,289309,137,1,4,very_unsat,little,no,1.42,STAY
one,58942,63,7,227025,393,28,6,very_unsat,very_little,considering,4.27,STAY
one,52056,209,8,432104,185,26,4,unsat,little,no,4.82,LEAVE
zero,108301,184,0,804179,448,3,13,very_sat,very_high,actively_looking_into_it,4.07,STAY
one,27107,72,0,152583,140,4,5,very_unsat,very_little,considering,5.88,STAY
one,122672,228,59,183273,601,29,2,sat,very_high,actively_looking_into_it,3.06,LEAVE
one,52466,0,10,926952,297,1,4,sat,little,actively_looking_into_it,5.36,LEAVE
zero,100062,55,14,910189,532,5,5,avg,little,no,3.86,LEAVE
zero,31318,191,0,207346,140,27,12,very_unsat,very_high,never_thought,4.17,LEAVE
one,58118,0,89,690290,289,0,1,avg,high,considering,7.15,STAY
one,104099,215,0,247034,691,10,14,very_sat,little,considering,3.78,LEAVE
one,141720,0,63,276132,478,1,2,very_unsat,high,considering,7.34,STAY
zero,151985,70,66,780693,867,4,2,unsat,high,considering,6.36,LEAVE
zero,142945,51,45,564245,639,5,1,very_sat,little,no,5.72,STAY
zero,81625,208,0,798593,315,15,15,very_sat,avg,considering,6.58,STAY
one,153307,0,18,621589,493,0,4,very_unsat,little,considering,2.76,STAY
one,143159,32,78,625637,169,0,2,unsat,little,considering,7.56,LEAVE
one,83524,93,21,487758,262,10,6,unsat,high,never_thought,3.18,STAY
zero,26135,0,0,359058,151,16,15,unsat,avg,perhaps,3.3,STAY
zero,88182,0,0,424323,298,0,13,unsat,very_high,considering,3.9,STAY
zero,34823,223,0,297918,246,16,6,very_unsat,very_little,considering,3.41,LEAVE
one,108293,206,22,668358,675,15,5,sat,very_high,actively_looking_into_it,3.09,STAY
one,137183,277,6,151042,656,15,5,unsat,avg,considering,3.06,LEAVE
zero,58872,0,0,234756,472,0,8,very_sat,little,considering,4.51,STAY
one,43635,68,41,435529,149,4,2,very_unsat,very_high,actively_looking_into_it,6.66,LEAVE
zero,88926,0,44,736360,296,1,2,very_sat,very_high,no,6.72,STAY
zero,82825,180,0,427894,377,5,8,very_unsat,little,considering,3.06,LEAVE
one,79389,61,16,290098,384,4,4,very_sat,high,never_thought,5.24,STAY
one,116575,17,24,375255,382,3,6,avg,little,no,4.04,LEAVE
zero,84854,77,0,344687,254,1,8,sat,very_high,considering,2.42,LEAVE
zero,57867,66,76,225309,351,1,2,unsat,high,perhaps,4.95,LEAVE
zero,70470,0,72,335779,308,0,5,very_sat,little,considering,6.27,STAY
one,139051,169,9,232973,427,28,5,very_sat,very_little,no,3.48,LEAVE
one,50233,79,60,411398,858,3,1,unsat,little,never_thought,7.23,STAY
zero,27861,0,47,943219,219,1,1,very_unsat,little,considering,7,STAY
zero,83615,194,0,834988,320,20,8,unsat,very_little,actively_looking_into_it,3.86,LEAVE
one,156120,81,22,631939,800,3,6,very_unsat,very_little,actively_looking_into_it,2.6,STAY
zero,80164,0,65,395716,354,1,1,very_sat,very_high,considering,7.23,STAY
zero,31985,60,24,310078,211,5,5,very_sat,little,no,2.41,LEAVE
one,46790,0,0,211794,133,14,14,very_sat,little,considering,4.57,LEAVE
one,92998,0,26,691291,296,1,1,very_unsat,very_high,no,5.09,LEAVE
zero,20017,189,82,227026,231,20,1,very_unsat,very_high,no,4.14,LEAVE
one,103076,77,13,318671,144,4,5,very_sat,very_high,considering,4.09,LEAVE
zero,36591,27,0,281388,133,3,15,very_sat,very_little,never_thought,2.68,STAY
zero,28632,0,0,364053,234,0,13,very_sat,little,considering,3.51,LEAVE
one,27250,0,0,486379,198,0,9,unsat,little,actively_looking_into_it,6.27,STAY
zero,42512,0,12,173378,195,1,5,unsat,little,actively_looking_into_it,4.04,LEAVE
zero,30322,190,0,502368,194,20,1,very_unsat,very_little,actively_looking_into_it,3.93,LEAVE
one,117872,210,15,330700,474,26,6,very_sat,little,never_thought,2.77,LEAVE
one,48795,44,40,252422,179,3,1,unsat,very_little,perhaps,5.94,LEAVE
one,46233,76,79,237735,231,3,2,very_sat,very_little,considering,6.63,LEAVE
one,54636,202,0,165335,375,14,11,very_sat,very_high,no,4.62,LEAVE
zero,138486,201,7,334859,719,3,4,avg,very_little,actively_looking_into_it,2.77,STAY
one,134005,193,31,156636,897,29,2,very_sat,very_little,considering,3.89,LEAVE
zero,49297,166,18,311841,179,13,6,very_sat,high,no,3.08,LEAVE
zero,27248,176,84,436144,243,11,1,very_unsat,little,actively_looking_into_it,5,LEAVE
one,142351,0,40,687384,524,0,1,unsat,high,considering,7.51,STAY
zero,157585,75,0,160587,856,5,15,very_unsat,little,actively_looking_into_it,2.16,STAY
one,68677,0,0,214512,390,1,8,avg,very_high,actively_looking_into_it,3.85,LEAVE
one,32464,0,17,646646,185,1,2,very_unsat,very_little,perhaps,6.05,STAY
one,57089,0,70,750430,276,1,2,very_unsat,little,no,5.39,LEAVE
zero,112535,217,0,555457,715,10,9,very_unsat,little,no,3.63,LEAVE
zero,134193,0,0,445419,685,1,11,very_unsat,avg,no,3.83,LEAVE
zero,52142,223,9,936516,251,18,6,very_sat,very_high,actively_looking_into_it,6.66,STAY
zero,102563,0,12,376970,782,0,5,very_sat,little,never_thought,5.74,STAY
one,116656,46,0,154501,629,4,10,unsat,little,actively_looking_into_it,3.47,LEAVE
one,33481,0,0,258828,215,1,12,very_sat,little,considering,4.08,LEAVE
one,139497,72,0,514591,667,4,10,very_sat,little,perhaps,1.69,LEAVE
zero,36756,42,36,903904,183,3,1,unsat,high,no,6,STAY
zero,106536,177,0,409658,533,14,11,very_sat,little,no,4.4,LEAVE
zero,21456,62,0,576651,235,3,4,very_sat,little,never_thought,5.26,LEAVE
one,43596,0,0,209913,157,1,13,very_unsat,little,considering,3.73,STAY
one,65857,174,20,302414,272,18,5,very_unsat,very_high,considering,3.44,LEAVE
one,53783,249,0,632325,379,22,1,unsat,little,considering,5.32,STAY
one,35713,66,21,484986,217,22,10,very_unsat,very_little,actively_looking_into_it,4.72,STAY
one,119478,43,39,531129,402,3,1,very_unsat,high,considering,7.41,LEAVE
one,56114,0,58,902737,395,0,6,very_unsat,little,actively_looking_into_it,6.03,LEAVE
one,23111,238,0,249971,174,26,15,very_unsat,avg,never_thought,4.55,LEAVE
one,21586,0,12,342918,315,1,6,very_unsat,high,considering,4.9,STAY
one,87171,50,0,320561,351,3,8,very_unsat,little,no,4.91,STAY
zero,56597,217,0,558124,333,15,11,unsat,little,no,3.37,LEAVE
zero,51655,90,22,879678,357,27,13,very_sat,very_little,no,5.77,STAY
one,110081,0,81,426726,431,1,1,very_unsat,little,considering,5.89,STAY
zero,22112,49,0,691787,196,3,9,very_unsat,very_high,no,5.21,STAY
one,99132,175,0,240428,336,10,15,very_unsat,little,actively_looking_into_it,2.26,LEAVE
zero,89406,0,65,259970,347,1,2,very_sat,little,considering,6.07,LEAVE
one,125516,54,0,598706,823,3,15,sat,avg,actively_looking_into_it,4.44,STAY
one,47524,0,0,498288,206,0,12,very_unsat,little,never_thought,2.35,LEAVE
one,147205,64,12,212781,825,4,6,avg,little,actively_looking_into_it,2.96,STAY
one,113434,0,48,231325,730,0,1,very_unsat,very_high,actively_looking_into_it,6.67,LEAVE
zero,36044,171,0,305393,133,27,4,very_unsat,very_high,actively_looking_into_it,3.06,LEAVE
one,74349,47,74,733862,246,4,10,very_sat,high,considering,7.63,STAY
zero,50418,0,0,238967,267,0,9,unsat,little,never_thought,3.36,LEAVE
zero,87213,166,34,267078,371,22,1,very_unsat,avg,considering,3.38,STAY
zero,117964,195,22,249402,478,22,12,unsat,little,considering,3.87,LEAVE
one,67203,0,18,204765,348,0,5,unsat,little,no,4.8,STAY
one,87481,0,0,476500,270,1,11,very_unsat,very_little,actively_looking_into_it,4.56,LEAVE
zero,47867,67,7,200324,222,3,15,very_unsat,high,considering,3.06,LEAVE
one,20345,70,15,185114,164,3,5,unsat,very_little,considering,3.5,STAY
one,37442,72,7,488948,184,0,4,unsat,very_little,no,4.11,STAY
one,34334,50,6,309954,181,3,4,very_sat,high,considering,4.85,STAY
one,98224,0,8,380085,376,1,1,avg,very_little,considering,3.19,STAY
one,69328,70,52,884191,330,4,2,very_sat,very_high,considering,6.34,STAY
zero,100831,34,49,922276,505,4,1,very_unsat,very_little,never_thought,5.92,STAY
zero,23683,0,0,678826,212,0,10,very_sat,little,considering,6.47,STAY
one,40939,0,18,579357,247,0,6,very_unsat,very_little,considering,5.55,LEAVE
zero,83395,52,0,712492,317,4,9,very_sat,little,no,7.38,STAY
zero,93082,221,0,482768,396,11,9,very_unsat,very_high,never_thought,2.42,LEAVE
one,75437,246,0,590171,333,14,11,very_unsat,little,considering,2.9,LEAVE
one,119684,0,62,213360,839,1,1,unsat,high,never_thought,6.92,STAY
zero,34672,247,10,430952,181,24,5,very_sat,very_high,actively_looking_into_it,1.35,LEAVE
one,76511,0,64,181957,370,1,2,avg,very_little,perhaps,7.06,STAY
one,77210,176,0,448745,373,20,14,very_unsat,little,no,2.95,STAY
one,46926,66,42,556407,192,4,1,very_unsat,very_little,actively_looking_into_it,5.94,LEAVE
one,43264,0,85,573734,131,27,2,very_sat,high,considering,8.1,LEAVE
zero,32029,201,84,818402,149,29,2,very_unsat,very_little,actively_looking_into_it,3.34,LEAVE
zero,126287,0,42,926511,472,0,1,unsat,little,considering,7.27,LEAVE
zero,75953,230,0,452806,378,21,10,unsat,little,considering,3.8,STAY
zero,21489,54,52,461411,151,3,5,unsat,very_high,considering,7.27,LEAVE
zero,23008,75,0,238269,316,3,12,unsat,little,considering,6.67,STAY
one,57733,0,0,371457,351,0,4,unsat,very_little,considering,4.19,STAY
zero,99166,51,67,286051,175,3,1,avg,high,actively_looking_into_it,5.27,STAY
zero,76116,0,0,249718,379,1,10,very_sat,very_high,considering,3.77,LEAVE
one,90404,0,75,240808,362,16,2,very_unsat,little,no,6.76,LEAVE
one,49412,64,0,553728,182,5,6,very_sat,high,no,3.65,LEAVE
zero,63586,163,0,352944,275,27,12,unsat,little,considering,3.19,LEAVE
zero,52354,0,77,389297,391,0,1,unsat,very_high,no,6.01,LEAVE
zero,155455,0,0,487548,231,0,12,very_unsat,little,no,4.81,LEAVE
zero,36375,0,5,572645,157,0,6,very_sat,little,no,4.27,STAY
zero,52333,0,6,343913,391,15,6,unsat,avg,actively_looking_into_it,3.42,STAY
one,103479,0,0,891615,857,0,14,avg,very_little,never_thought,4.71,STAY
zero,25571,208,11,977130,196,28,5,unsat,very_little,perhaps,5.94,LEAVE
zero,126876,45,19,240583,840,5,4,very_unsat,little,actively_looking_into_it,3.74,STAY
zero,24858,189,72,184730,164,27,1,very_sat,little,considering,3.62,LEAVE
zero,36955,53,0,166709,164,3,15,very_unsat,little,considering,2.5,STAY
one,81874,49,12,218109,322,3,8,avg,very_high,never_thought,3.62,LEAVE
zero,68312,63,7,373910,382,5,2,very_unsat,little,considering,4.4,STAY
zero,147259,177,65,605931,848,5,2,unsat,very_little,considering,4.61,LEAVE
zero,30560,177,0,951224,242,11,14,unsat,little,no,5.41,STAY
one,21339,0,71,305762,187,0,1,very_unsat,little,no,6.64,LEAVE
zero,108186,0,17,989143,326,0,5,avg,very_high,considering,4.62,LEAVE
one,64026,169,0,930149,333,17,9,very_unsat,little,considering,7.24,STAY
one,47722,69,77,192949,207,4,1,very_unsat,avg,perhaps,5.58,LEAVE
one,85914,0,0,518663,327,5,11,very_unsat,little,considering,3.81,LEAVE
zero,93601,0,0,357821,304,0,15,very_unsat,little,actively_looking_into_it,4.21,STAY
zero,47741,231,86,327274,172,24,1,very_sat,very_little,actively_looking_into_it,3.22,LEAVE
one,120753,0,0,277928,405,1,12,very_unsat,little,actively_looking_into_it,3.03,LEAVE
zero,154493,0,8,385827,884,5,6,unsat,very_little,no,3.47,STAY
one,77781,0,59,245970,329,0,2,avg,avg,considering,6.4,STAY
one,64949,233,40,743734,352,13,10,avg,very_little,considering,5.85,LEAVE
zero,22926,0,64,781551,174,0,2,unsat,little,actively_looking_into_it,6.3,STAY
zero,139268,59,19,179150,808,5,5,very_unsat,very_high,no,3.37,LEAVE
one,85076,0,0,181813,253,0,11,very_unsat,very_little,actively_looking_into_it,3.57,LEAVE
one,103270,0,0,503956,235,0,11,unsat,little,considering,3.11,LEAVE
one,58003,55,51,644885,340,4,2,very_sat,high,considering,7.42,STAY
one,90550,59,51,245087,283,4,1,sat,very_little,never_thought,7.02,LEAVE
one,87432,202,0,701316,399,15,9,unsat,very_little,no,6.73,STAY
zero,68286,296,23,382847,264,14,6,very_unsat,very_high,no,2.9,LEAVE
zero,94115,175,71,171325,365,28,2,very_unsat,little,actively_looking_into_it,3.71,LEAVE
one,123767,0,51,500187,760,0,2,very_sat,little,perhaps,6.41,STAY
zero,44090,44,0,278864,206,3,14,very_unsat,little,considering,7.22,STAY
one,25707,53,72,669676,249,5,1,very_unsat,high,considering,5.06,STAY
zero,117603,32,0,330096,469,5,14,very_sat,very_high,considering,3.29,LEAVE
zero,43113,0,18,252903,213,1,6,very_unsat,high,no,2.9,LEAVE
one,120231,71,61,684042,675,5,1,unsat,very_high,considering,5.44,LEAVE
zero,127798,179,54,501007,712,29,2,sat,high,perhaps,2.37,LEAVE
zero,54990,57,19,625769,283,5,5,very_unsat,very_little,considering,6.97,STAY
one,113224,57,34,265028,511,3,2,unsat,little,considering,6.81,STAY
one,25603,72,15,378858,244,5,4,unsat,little,considering,3.26,STAY
one,20878,0,10,919688,142,1,4,very_sat,very_high,no,5.23,STAY
zero,149605,146,82,296415,803,20,2,very_unsat,very_high,considering,2.9,LEAVE
zero,157423,0,14,278926,467,1,6,very_unsat,very_little,considering,4.34,STAY
one,98796,60,0,514413,374,3,14,unsat,very_little,considering,3.67,LEAVE
zero,37410,172,37,264631,149,28,2,unsat,little,actively_looking_into_it,3.99,STAY
zero,48165,211,16,214185,199,4,6,very_sat,little,actively_looking_into_it,4.51,STAY
zero,118095,231,57,202129,666,18,1,unsat,high,never_thought,2.36,LEAVE
one,47595,67,21,949735,209,5,4,avg,very_high,actively_looking_into_it,4.38,LEAVE
one,27167,231,0,781122,512,1,14,very_unsat,little,considering,6.91,STAY
one,110760,195,13,277372,476,27,4,unsat,little,considering,5.2,STAY
one,73407,67,0,223313,265,4,14,unsat,very_high,never_thought,5.03,STAY
zero,31551,49,8,520895,171,5,4,very_sat,high,actively_looking_into_it,4.48,STAY
one,104398,21,11,447817,514,5,4,very_sat,little,considering,4.07,LEAVE
one,74848,150,9,649102,262,29,6,very_unsat,very_high,considering,6.66,LEAVE
one,91388,178,0,234076,274,14,8,unsat,high,considering,2.16,LEAVE
one,104130,68,82,238019,438,4,1,very_sat,little,considering,5.37,STAY
one,80977,0,41,219621,370,0,1,very_unsat,very_high,never_thought,7.01,STAY
zero,71844,204,0,715082,256,28,13,very_unsat,very_little,considering,7,STAY
zero,71891,220,88,180881,348,10,2,unsat,high,perhaps,4.12,STAY
one,35099,0,34,565355,222,3,1,very_sat,very_little,actively_looking_into_it,6.29,STAY
one,86994,169,0,298391,254,17,15,very_unsat,little,actively_looking_into_it,3.63,LEAVE
zero,60960,147,50,262547,758,10,1,very_sat,very_high,considering,3.88,STAY
one,135720,90,20,423752,529,4,4,very_sat,little,considering,6.73,STAY
zero,82501,0,37,392124,276,1,2,very_sat,little,never_thought,6.29,LEAVE
zero,69921,0,0,172093,313,1,11,very_unsat,very_little,considering,3.82,STAY
one,119469,187,61,410181,744,0,1,very_unsat,very_little,considering,2.28,LEAVE
one,158437,188,0,166456,728,22,15,very_sat,avg,no,2.9,LEAVE
one,142156,0,65,994733,443,0,4,sat,very_high,considering,7.39,STAY
one,33378,166,50,241546,131,18,2,very_unsat,little,considering,4.57,LEAVE
one,20806,61,24,241021,140,5,4,very_sat,little,no,3.08,LEAVE
one,153787,0,66,517044,410,0,2,very_sat,very_high,considering,6.67,STAY
one,22259,50,0,710783,149,5,13,unsat,little,considering,5.3,STAY
one,49583,0,0,808258,130,1,15,very_unsat,avg,considering,7.21,STAY
one,44965,70,20,326907,695,4,6,very_unsat,little,considering,2.96,LEAVE
one,93649,0,0,724424,254,0,13,unsat,very_little,actively_looking_into_it,5.11,LEAVE
one,148490,171,0,708402,669,0,5,unsat,little,no,3.53,STAY
one,118853,181,0,315508,689,16,11,very_unsat,very_high,considering,4.13,LEAVE
zero,55062,54,51,262017,268,5,1,sat,avg,considering,7.94,STAY
one,35466,0,9,420555,558,0,4,unsat,avg,no,3.55,STAY
zero,142533,67,0,817192,252,10,14,sat,very_high,considering,3.18,STAY
zero,29126,0,31,202662,180,1,1,very_unsat,high,no,6.1,LEAVE
one,39108,0,24,916100,217,1,5,very_unsat,little,never_thought,6.26,STAY
zero,69929,0,78,204613,252,0,2,sat,very_high,never_thought,6.63,STAY
one,110269,71,22,552730,794,3,4,unsat,little,actively_looking_into_it,5.24,STAY
one,40519,38,0,784333,169,4,11,very_sat,very_high,considering,3.47,LEAVE
zero,107191,55,43,158146,530,5,1,unsat,little,no,6.83,STAY
